Date,FTR,HomeTeam,AwayTeam,Avg_Odds_H,Avg_Odds_D,Avg_Odds_A,form_goal_diff,form_shot_target_diff,form_conceded_diff,HTHG,HTAG,HS,AS,AST,HST,HC,AC,HY,AY,HR,AR,HF,AF,H_form_FTHG,H_form_FTAG,H_form_HTHG,H_form_HTAG,H_form_HS,H_form_AS,H_form_HF,H_form_AF,H_form_HC,H_form_AC,H_form_HST,H_form_AST,H_form_HY,H_form_AY,H_form_HR,H_form_AR,A_form_FTHG,A_form_FTAG,A_form_HTHG,A_form_HTAG,A_form_HS,A_form_AS,A_form_HF,A_form_AF,A_form_HC,A_form_AC,A_form_HST,A_form_AST,A_form_HY,A_form_AY,A_form_HR,A_form_AR,H_H2H_win_pct,A_H2H_win_pct,H2H_draw_pct
2013-12-09,D,Swansea,Hull,1.74,3.5833333333333335,5.1000000000000005,0.20000000000000018,0.39999999999999947,0.4,0.0,1.0,11.0,9.0,2.0,2.0,12.0,1.0,3.0,3.0,0.0,0.0,8.0,7.0,2.2,1.0,0.4,0.4,14.0,12.0,9.0,9.4,7.6,3.8,4.8,3.6,2.0,1.4,0.0,0.2,2.0,0.6,1.2,0.2,17.4,8.8,10.8,11.8,6.8,3.6,4.4,2.2,1.4,0.6,0.0,0.6,0.0,0.0,0.0
2013-12-14,H,Cardiff,West Brom,2.5933333333333333,3.233333333333333,2.8333333333333335,-0.40000000000000013,-1.7999999999999998,-1.0,0.0,0.0,11.0,12.0,2.0,3.0,8.0,6.0,2.0,1.0,0.0,0.0,16.0,12.0,1.2,1.0,0.4,0.6,15.4,12.6,10.2,9.8,4.0,4.4,4.2,3.6,1.4,1.6,0.0,0.0,1.6,2.0,0.8,0.6,16.0,12.6,10.6,12.0,5.8,3.0,6.0,3.8,1.4,3.0,0.0,0.0,0.0,0.0,0.0
2013-12-14,H,Chelsea,Crystal Palace,1.1866666666666665,6.833333333333333,18.333333333333332,1.4000000000000001,0.8000000000000003,2.1999999999999997,2.0,1.0,16.0,10.0,5.0,7.0,3.0,1.0,2.0,1.0,0.0,0.0,13.0,7.0,2.2,2.4,0.6,1.2,12.4,14.8,13.4,12.2,7.2,3.8,4.2,4.6,2.4,3.0,0.0,0.0,0.8,0.2,0.6,0.0,12.6,11.6,11.0,10.8,6.2,4.4,3.4,2.2,1.0,1.0,0.0,0.2,1.0,0.0,0.0
2013-12-14,H,Everton,Fulham,1.3733333333333333,4.433333333333334,10.166666666666666,-0.6000000000000001,-0.7999999999999989,0.19999999999999996,1.0,0.0,22.0,16.0,3.0,7.0,12.0,2.0,1.0,2.0,0.0,0.0,10.0,7.0,1.6,1.0,0.4,0.4,15.6,11.4,13.2,12.4,5.8,4.6,7.4,3.6,1.4,2.0,0.0,0.0,2.2,0.8,1.0,0.0,20.4,12.6,10.8,11.0,7.2,5.6,8.2,2.6,1.6,1.4,0.0,0.0,0.6086956521739131,0.30434782608695654,0.08695652173913043
2013-12-14,D,Hull,Stoke,2.283333333333333,3.1833333333333336,3.366666666666667,-0.3999999999999999,-1.1999999999999993,-0.19999999999999996,0.0,0.0,13.0,11.0,2.0,4.0,7.0,5.0,1.0,0.0,0.0,0.0,11.0,13.0,2.0,0.8,1.0,0.4,14.6,8.8,9.0,11.0,8.4,3.4,4.4,2.4,1.6,1.2,0.0,0.2,2.4,1.0,0.6,0.6,16.4,10.0,11.4,11.2,6.6,4.0,5.6,3.6,2.6,2.0,0.0,0.2,0.25,0.5,0.25
2013-12-14,H,Man City,Arsenal,1.82,3.516666666666667,4.626666666666667,1.4000000000000001,0.39999999999999947,0.0,2.0,1.0,22.0,12.0,6.0,7.0,8.0,8.0,2.0,1.0,0.0,0.0,12.0,6.0,2.6,0.8,1.2,0.6,13.8,14.8,6.8,10.2,3.4,6.4,4.8,4.2,0.6,1.4,0.0,0.0,1.2,0.8,0.6,0.2,11.0,10.8,10.0,10.0,5.4,3.6,4.4,3.6,0.4,2.6,0.0,0.0,0.20833333333333334,0.625,0.16666666666666666
2013-12-14,D,Newcastle,Southampton,2.4,3.233333333333333,3.1,-1.0,0.5999999999999996,-0.3999999999999999,1.0,0.0,16.0,8.0,3.0,5.0,11.0,3.0,1.0,2.0,0.0,0.0,10.0,16.0,1.4,0.8,0.8,0.2,17.4,11.0,8.6,12.6,5.8,3.4,6.8,2.6,0.4,1.8,0.0,0.0,2.4,1.2,1.0,0.6,15.2,9.6,10.0,13.0,6.4,4.2,6.2,2.6,1.0,2.6,0.0,0.0,0.5454545454545454,0.2727272727272727,0.18181818181818182
2013-12-14,D,West Ham,Sunderland,1.9833333333333334,3.4000000000000004,4.026666666666666,0.8000000000000003,2.9999999999999996,-0.19999999999999996,0.0,0.0,11.0,19.0,6.0,2.0,2.0,9.0,1.0,0.0,0.0,0.0,11.0,5.0,2.2,1.0,0.4,0.6,17.6,12.2,10.8,10.0,5.8,3.4,6.6,3.0,1.0,1.6,0.0,0.2,1.4,1.2,0.8,0.6,11.6,16.6,12.0,10.6,4.0,8.4,3.6,3.6,2.0,1.2,0.0,0.2,0.4444444444444444,0.3333333333333333,0.2222222222222222
2013-12-15,A,Tottenham,Liverpool,2.4566666666666666,3.266666666666667,2.966666666666667,-1.7999999999999998,-1.8000000000000007,0.19999999999999996,0.0,2.0,9.0,21.0,10.0,0.0,2.0,9.0,3.0,0.0,1.0,0.0,17.0,15.0,2.0,1.4,1.0,0.6,16.6,13.8,8.4,13.2,7.0,7.0,7.6,4.4,1.4,1.8,0.0,0.0,3.8,1.2,1.8,0.6,24.4,9.2,11.6,11.6,5.8,4.0,9.4,3.2,1.8,1.6,0.0,0.2,0.34615384615384615,0.4230769230769231,0.23076923076923078
2013-12-15,D,Norwich,Swansea,2.75,3.1999999999999997,2.6733333333333333,0.0,3.0,-0.19999999999999996,1.0,1.0,16.0,10.0,2.0,3.0,8.0,5.0,0.0,3.0,0.0,0.0,12.0,11.0,2.2,1.0,1.2,0.4,20.0,11.4,10.4,8.8,5.8,2.8,7.6,3.4,1.2,1.6,0.0,0.0,2.2,1.2,0.4,0.6,14.4,11.8,8.4,9.4,8.8,3.4,4.6,3.4,2.4,1.8,0.0,0.0,0.75,0.0,0.25
2013-12-15,A,Aston Villa,Man United,5.083333333333333,3.5500000000000003,1.7666666666666666,0.6000000000000001,2.5999999999999996,-0.19999999999999996,0.0,2.0,17.0,14.0,5.0,6.0,3.0,4.0,4.0,2.0,0.0,0.0,15.0,8.0,1.6,1.0,0.8,0.2,16.8,9.2,10.8,11.0,5.6,4.0,6.6,3.0,1.4,1.6,0.0,0.0,1.0,1.2,0.6,0.6,11.0,11.6,11.8,14.0,5.0,5.8,4.0,3.4,1.8,2.0,0.0,0.0,0.04,0.76,0.2
2013-12-21,A,Crystal Palace,Newcastle,3.15,3.1999999999999997,2.393333333333333,-0.40000000000000013,-0.5999999999999996,-0.4,0.0,2.0,9.0,13.0,6.0,4.0,3.0,7.0,1.0,2.0,0.0,0.0,11.0,14.0,1.2,0.4,1.0,0.2,14.0,10.6,10.4,10.6,6.0,3.2,4.4,2.8,1.2,1.2,0.0,0.2,1.6,0.8,1.0,0.0,14.4,11.0,9.6,12.8,5.8,3.2,5.0,2.4,0.4,1.8,0.0,0.0,0.0,1.0,0.0
2013-12-21,A,Fulham,Man City,8.333333333333334,4.916666666666667,1.3866666666666667,-1.4,1.7999999999999998,-0.3999999999999999,0.0,2.0,12.0,17.0,10.0,5.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,15.0,2.2,1.0,0.6,0.0,18.4,15.0,10.2,10.6,7.8,5.4,7.6,3.0,1.8,1.6,0.0,0.0,3.6,1.4,1.4,0.8,17.2,12.4,8.0,8.8,5.0,5.2,5.8,4.6,1.0,1.4,0.0,0.0,0.18181818181818182,0.4090909090909091,0.4090909090909091
2013-12-21,H,Liverpool,Cardiff,1.2133333333333332,6.5,14.666666666666666,2.0,3.8000000000000003,1.2000000000000002,3.0,0.0,27.0,10.0,3.0,7.0,9.0,5.0,2.0,0.0,0.0,0.0,11.0,13.0,3.0,2.2,1.2,1.0,19.8,12.6,12.4,12.8,4.4,5.2,7.4,5.0,2.4,1.4,0.2,0.2,1.0,1.0,0.4,0.6,14.2,13.4,11.4,11.6,4.6,5.0,3.6,3.6,1.6,1.6,0.0,0.0,0.0,0.0,0.0
2013-12-21,H,Man United,West Ham,1.36,4.8500000000000005,9.333333333333334,-0.8,-1.0,1.0,2.0,0.0,21.0,4.0,1.0,8.0,8.0,2.0,1.0,4.0,0.0,0.0,7.0,16.0,0.8,1.8,0.4,1.0,13.4,12.4,12.4,13.4,4.6,5.4,4.8,4.0,2.2,1.8,0.0,0.0,1.6,0.8,0.4,0.4,16.8,13.6,10.6,8.8,5.4,4.8,5.8,3.4,1.0,1.4,0.0,0.2,0.65,0.2,0.15
2013-12-21,H,Stoke,Aston Villa,2.3,3.15,3.3666666666666667,0.6000000000000001,-1.3999999999999995,-1.2000000000000002,0.0,0.0,12.0,14.0,4.0,2.0,6.0,7.0,1.0,5.0,0.0,0.0,13.0,17.0,1.8,0.4,0.6,0.2,15.6,11.0,11.2,10.8,5.2,4.4,5.2,3.4,1.8,1.4,0.0,0.2,1.2,1.6,0.8,0.6,16.8,10.4,11.8,12.0,5.2,4.2,6.6,3.6,2.0,1.8,0.0,0.0,0.2,0.2,0.6
2013-12-21,D,Sunderland,Norwich,2.0833333333333335,3.3333333333333335,3.75,-0.6000000000000001,-3.4,0.19999999999999996,0.0,0.0,18.0,14.0,5.0,4.0,6.0,7.0,2.0,1.0,1.0,0.0,13.0,10.0,1.2,1.2,0.6,0.6,12.8,15.6,13.0,9.0,4.4,7.4,3.6,4.0,2.2,1.0,0.0,0.2,1.8,1.0,1.4,0.4,20.2,11.0,10.4,8.8,6.6,3.4,7.0,3.0,1.0,2.0,0.0,0.0,0.25,0.5,0.25
2013-12-21,D,West Brom,Hull,1.95,3.3666666666666667,4.233333333333333,0.19999999999999996,1.4000000000000004,1.0,0.0,1.0,14.0,6.0,3.0,3.0,9.0,2.0,2.0,1.0,0.0,0.0,8.0,15.0,1.4,1.6,0.6,0.6,14.8,12.8,11.6,11.4,5.6,3.4,5.2,3.6,1.2,1.8,0.0,0.0,1.2,0.6,0.4,0.4,14.2,9.0,9.2,10.6,8.6,3.4,3.8,2.4,1.6,0.8,0.0,0.2,0.0,0.5,0.5
2013-12-22,A,Swansea,Everton,2.966666666666667,3.266666666666667,2.466666666666667,-0.5999999999999999,-4.4,-0.3999999999999999,0.0,0.0,13.0,14.0,6.0,3.0,4.0,8.0,1.0,0.0,0.0,0.0,11.0,10.0,1.8,0.8,0.6,0.4,14.2,12.6,8.4,8.6,7.6,3.8,4.0,3.2,1.4,1.8,0.0,0.0,2.4,1.2,0.6,0.4,18.2,11.6,12.0,12.2,7.4,3.6,8.4,3.8,1.4,2.4,0.0,0.0,0.0,0.75,0.25
2013-12-22,A,Southampton,Tottenham,2.5833333333333335,3.1666666666666665,2.89,-0.19999999999999996,1.0,-1.0000000000000002,1.0,1.0,12.0,13.0,3.0,5.0,2.0,5.0,1.0,1.0,0.0,0.0,10.0,18.0,1.8,1.2,0.6,0.6,15.4,9.2,10.0,13.2,7.4,3.8,5.8,2.8,1.0,2.6,0.0,0.0,2.0,2.2,1.0,0.8,12.2,16.4,10.8,13.2,5.2,8.0,4.8,5.6,1.8,1.4,0.2,0.0,0.5,0.4166666666666667,0.08333333333333333
2013-12-23,D,Arsenal,Chelsea,2.3833333333333333,3.233333333333333,3.15,0.0,1.2000000000000002,-0.8000000000000003,0.0,0.0,7.0,13.0,4.0,2.0,8.0,6.0,2.0,1.0,0.0,0.0,7.0,11.0,2.2,1.4,0.8,0.4,14.4,11.2,10.0,9.0,6.0,4.0,5.4,4.4,0.4,2.2,0.0,0.0,2.2,2.2,0.8,1.4,12.2,14.6,13.8,10.6,6.0,3.2,4.2,5.0,2.2,1.8,0.0,0.0,0.3076923076923077,0.34615384615384615,0.34615384615384615
2013-12-26,A,Norwich,Fulham,2.033333333333333,3.4,3.783333333333333,-1.0,-1.2000000000000002,-0.5999999999999999,1.0,1.0,12.0,15.0,7.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0,14.0,10.0,1.4,0.8,1.0,0.4,19.6,11.8,11.4,9.4,6.6,3.8,6.8,3.6,1.4,2.0,0.2,0.0,2.4,1.4,0.6,0.4,19.0,14.2,9.4,11.8,7.0,4.6,8.0,4.0,1.4,1.6,0.0,0.0,0.0,0.6,0.4
2013-12-26,A,West Ham,Arsenal,5.833333333333333,3.8666666666666667,1.62,0.40000000000000013,2.2,-0.9999999999999999,0.0,0.0,12.0,29.0,8.0,5.0,0.0,10.0,1.0,1.0,0.0,0.0,11.0,6.0,2.2,0.4,0.8,0.0,19.4,10.4,9.6,10.0,5.4,4.4,7.2,2.0,1.2,2.2,0.0,0.2,1.8,1.4,0.6,0.4,14.0,11.8,9.4,8.4,6.6,4.0,5.0,4.4,0.8,1.8,0.0,0.0,0.15,0.6,0.25
2013-12-26,D,Tottenham,West Brom,1.5366666666666668,4.11,6.333333333333333,0.0,-1.2000000000000002,1.4,1.0,1.0,20.0,7.0,4.0,3.0,12.0,2.0,3.0,2.0,0.0,0.0,8.0,12.0,1.2,2.8,0.6,1.0,11.6,16.4,11.4,14.6,4.8,7.6,3.8,5.2,1.8,1.0,0.2,0.0,1.2,1.4,0.2,0.8,15.4,11.0,11.4,11.6,6.6,3.4,5.0,2.8,1.4,1.6,0.0,0.0,0.5,0.14285714285714285,0.35714285714285715
2013-12-26,H,Man City,Liverpool,1.7599999999999998,3.9,4.476666666666667,-0.20000000000000018,-1.6000000000000005,0.40000000000000013,2.0,1.0,20.0,12.0,5.0,6.0,7.0,6.0,1.0,3.0,0.0,0.0,10.0,9.0,2.8,2.2,0.8,1.2,16.6,13.2,8.0,9.6,5.0,4.6,4.8,5.6,1.0,1.0,0.0,0.0,3.0,1.8,1.6,0.6,21.6,12.4,11.4,12.4,5.0,4.8,6.4,4.6,2.0,0.8,0.2,0.2,0.16666666666666666,0.4166666666666667,0.4166666666666667
2013-12-26,H,Newcastle,Stoke,1.7833333333333332,3.6,4.75,-0.6000000000000001,0.20000000000000018,0.6,1.0,1.0,27.0,11.0,3.0,8.0,8.0,2.0,1.0,1.0,0.0,2.0,10.0,8.0,1.2,1.2,0.6,0.4,12.0,11.6,10.2,14.2,5.2,3.6,4.8,3.2,0.6,2.0,0.0,0.0,1.8,0.6,0.4,0.2,14.6,11.6,11.6,13.2,5.8,4.4,4.6,3.6,1.6,2.2,0.0,0.0,0.375,0.375,0.25
2013-12-26,A,Everton,Sunderland,1.3866666666666667,4.75,8.333333333333334,1.2,3.1999999999999997,-0.19999999999999996,0.0,1.0,26.0,13.0,6.0,9.0,11.0,2.0,1.0,0.0,1.0,0.0,11.0,7.0,2.0,1.0,0.4,0.0,17.2,12.2,11.0,11.2,7.0,3.8,6.6,4.0,0.8,1.8,0.0,0.0,0.8,1.2,0.4,0.6,13.0,16.2,13.4,10.0,5.0,7.4,3.4,4.4,2.2,1.0,0.2,0.0,0.6,0.15,0.25
2013-12-26,H,Chelsea,Swansea,1.33,5.1000000000000005,9.5,0.40000000000000013,0.40000000000000036,0.8,1.0,0.0,19.0,8.0,1.0,7.0,13.0,7.0,1.0,0.0,0.0,0.0,14.0,9.0,2.2,1.6,0.8,1.0,12.0,13.2,12.8,10.8,6.0,3.6,4.4,4.2,2.6,2.0,0.0,0.0,1.8,0.8,0.6,0.4,15.0,11.2,8.4,8.8,6.8,3.8,4.0,3.4,1.0,1.6,0.0,0.0,0.5,0.0,0.5
2013-12-26,A,Cardiff,Southampton,3.1666666666666665,3.25,2.353333333333333,-0.6000000000000001,-1.7999999999999998,-1.0,0.0,3.0,9.0,11.0,6.0,0.0,6.0,3.0,1.0,2.0,0.0,0.0,11.0,13.0,1.2,0.8,0.8,0.2,16.8,12.2,10.6,11.4,6.0,4.4,4.2,3.2,1.2,1.2,0.0,0.0,1.8,1.8,0.6,0.8,16.0,9.8,10.0,14.0,6.8,3.6,6.0,2.6,1.2,2.2,0.0,0.0,0.0,0.0,0.0
2013-12-26,A,Aston Villa,Crystal Palace,1.89,3.3666666666666667,4.443333333333333,0.0,1.4000000000000004,0.5999999999999999,0.0,0.0,10.0,12.0,7.0,4.0,7.0,5.0,2.0,2.0,0.0,0.0,11.0,8.0,1.2,1.4,0.4,0.6,17.0,10.2,12.6,12.6,5.6,5.2,6.2,3.0,2.0,2.4,0.0,0.0,1.2,0.8,1.0,0.6,12.8,11.4,11.0,11.2,4.4,3.8,4.8,3.6,1.0,1.4,0.0,0.0,0.0,0.5,0.5
2013-12-26,A,Hull,Man United,6.333333333333333,3.983333333333333,1.5633333333333335,0.3999999999999999,-1.5999999999999996,-1.0,2.0,2.0,17.0,13.0,4.0,5.0,6.0,5.0,2.0,2.0,0.0,1.0,12.0,14.0,1.4,0.6,0.4,0.6,14.0,8.4,9.2,11.4,8.2,3.0,4.0,2.6,1.6,0.8,0.0,0.0,1.0,1.6,0.6,0.6,14.8,10.0,10.8,13.8,5.8,4.2,5.6,3.2,1.6,2.2,0.0,0.0,0.0,1.0,0.0
2013-12-28,A,Norwich,Man United,6.166666666666667,3.983333333333333,1.58,0.3999999999999999,1.0,-0.6000000000000001,0.0,0.0,15.0,7.0,3.0,4.0,8.0,3.0,4.0,3.0,0.0,0.0,11.0,10.0,1.4,1.2,1.0,0.6,20.0,12.2,11.8,8.6,6.6,3.8,6.8,4.4,1.8,1.6,0.2,0.0,1.0,1.8,0.8,0.8,16.2,11.0,11.4,13.6,5.6,3.8,5.8,3.4,1.8,2.0,0.0,0.2,0.3333333333333333,0.6666666666666666,0.0
2013-12-28,D,Aston Villa,Swansea,2.8066666666666666,3.216666666666667,2.5966666666666667,-0.19999999999999996,2.2,0.8,1.0,1.0,7.0,17.0,3.0,3.0,2.0,8.0,3.0,2.0,0.0,0.0,13.0,9.0,1.2,1.6,0.4,0.6,16.4,11.2,12.0,11.8,5.6,5.0,6.2,4.2,2.0,2.6,0.0,0.0,1.4,0.8,0.6,0.4,14.4,11.0,9.8,9.0,8.4,4.4,4.0,2.8,1.0,1.6,0.0,0.0,0.25,0.25,0.5
2013-12-28,D,Cardiff,Sunderland,2.3266666666666667,3.2166666666666663,3.266666666666666,0.3999999999999999,-1.0000000000000004,-0.5999999999999999,1.0,0.0,16.0,21.0,9.0,7.0,6.0,6.0,3.0,2.0,0.0,0.0,14.0,10.0,1.2,0.8,0.8,0.6,16.6,11.4,11.6,12.4,6.6,4.4,3.4,3.2,1.4,1.0,0.0,0.0,0.8,1.4,0.4,0.8,15.6,17.4,12.8,9.0,5.8,6.6,4.4,5.4,2.0,0.8,0.4,0.0,0.0,0.0,0.0
2013-12-28,H,Hull,Fulham,2.05,3.2999999999999994,3.883333333333333,-0.8,-2.0,-0.8,0.0,0.0,21.0,5.0,2.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,11.0,9.0,1.2,1.0,0.6,0.8,15.0,9.2,9.6,11.0,9.0,2.8,4.2,2.6,1.6,1.2,0.0,0.2,2.0,1.8,0.8,0.6,16.8,15.2,10.0,12.2,6.8,4.8,6.2,5.4,1.4,1.2,0.0,0.0,0.75,0.25,0.0
2013-12-28,H,Man City,Crystal Palace,1.13,8.5,23.0,1.6,-0.40000000000000036,1.4,0.0,0.0,23.0,9.0,4.0,4.0,12.0,5.0,1.0,1.0,0.0,0.0,12.0,7.0,2.6,2.4,1.0,1.4,16.2,13.8,8.6,9.8,5.4,5.0,4.6,5.8,1.0,1.6,0.0,0.0,1.0,1.0,0.8,0.6,12.8,11.2,10.8,10.0,4.8,4.0,5.0,4.4,1.2,1.4,0.0,0.0,1.0,0.0,0.0
2013-12-28,D,West Ham,West Brom,2.3433333333333333,3.233333333333333,3.233333333333333,0.8,1.3999999999999995,-0.3999999999999999,1.0,2.0,16.0,22.0,7.0,6.0,6.0,5.0,3.0,2.0,0.0,0.0,10.0,13.0,1.8,1.0,0.8,0.0,17.2,14.2,9.6,9.6,4.2,5.8,5.8,3.6,0.8,2.0,0.0,0.2,1.0,1.4,0.2,1.0,16.6,9.6,10.0,11.0,8.4,3.2,4.4,3.4,1.8,1.6,0.0,0.0,0.4,0.2,0.4
2013-12-29,H,Tottenham,Stoke,1.4799999999999998,4.043333333333333,7.5,-1.0,-0.19999999999999973,1.8,1.0,0.0,20.0,2.0,1.0,7.0,6.0,1.0,2.0,2.0,0.0,0.0,6.0,14.0,1.0,2.6,0.6,1.0,13.6,16.2,11.2,14.0,5.8,6.6,3.6,5.4,2.2,0.8,0.2,0.0,2.0,0.8,0.4,0.4,15.6,13.0,11.8,11.6,5.6,4.2,3.8,3.6,1.8,1.8,0.0,0.4,0.5,0.3,0.2
2013-12-29,A,Newcastle,Arsenal,3.9333333333333336,3.5,1.9833333333333334,-0.19999999999999996,0.0,-0.19999999999999996,0.0,0.0,11.0,11.0,5.0,3.0,4.0,1.0,0.0,3.0,0.0,0.0,10.0,8.0,1.8,1.2,0.6,0.6,14.6,11.0,9.2,12.8,6.2,3.4,5.2,3.6,0.6,1.8,0.0,0.4,2.0,1.4,0.6,0.2,14.4,14.6,10.4,8.0,6.0,5.4,5.2,4.8,1.0,1.4,0.0,0.0,0.13043478260869565,0.5652173913043478,0.30434782608695654
2013-12-29,H,Chelsea,Liverpool,2.1666666666666665,3.3333333333333335,3.5,-0.9999999999999998,-2.3999999999999995,-0.40000000000000013,2.0,1.0,11.0,8.0,4.0,5.0,4.0,2.0,4.0,1.0,0.0,0.0,17.0,17.0,1.8,1.4,1.0,0.8,12.6,13.0,12.6,9.8,7.0,4.2,4.4,4.2,2.6,1.2,0.0,0.0,2.8,1.8,1.8,0.6,23.2,13.0,11.4,11.0,6.0,4.8,6.8,4.8,1.8,1.4,0.2,0.2,0.4230769230769231,0.38461538461538464,0.19230769230769232
2013-12-29,H,Everton,Southampton,1.82,3.533333333333333,4.583333333333333,0.0,1.4000000000000004,-1.0000000000000002,1.0,0.0,9.0,12.0,2.0,4.0,2.0,3.0,2.0,4.0,0.0,0.0,9.0,14.0,1.2,1.2,0.2,0.2,18.0,14.0,11.4,9.4,7.4,3.6,6.0,4.6,1.0,1.2,0.2,0.0,1.2,2.2,0.6,1.2,14.6,10.2,9.2,13.8,6.4,3.4,4.6,3.6,1.2,1.8,0.0,0.0,0.4166666666666667,0.16666666666666666,0.4166666666666667
2014-01-01,H,Arsenal,Cardiff,1.24,6.0,12.666666666666666,0.0,0.0,0.40000000000000013,0.0,0.0,28.0,8.0,2.0,6.0,12.0,2.0,1.0,2.0,0.0,0.0,6.0,11.0,1.6,1.6,0.4,0.2,12.6,15.4,10.6,8.4,4.6,5.4,4.4,5.4,1.0,2.0,0.0,0.0,1.6,1.2,1.0,0.6,16.4,12.8,12.2,12.0,7.4,4.6,4.4,4.4,1.6,1.0,0.0,0.0,1.0,0.0,0.0
2014-01-01,D,Crystal Palace,Norwich,2.36,3.1999999999999997,3.1333333333333333,0.6,-0.40000000000000036,-0.19999999999999996,1.0,1.0,13.0,8.0,5.0,4.0,9.0,4.0,2.0,1.0,0.0,1.0,12.0,10.0,1.0,1.0,0.6,0.6,15.4,10.8,11.2,9.6,6.6,4.2,4.8,4.8,1.2,1.2,0.0,0.0,0.4,1.2,0.4,0.6,17.4,10.8,12.0,9.4,7.4,4.4,5.2,4.0,2.0,2.0,0.2,0.0,0.0,0.3333333333333333,0.6666666666666666
2014-01-01,H,Fulham,West Ham,2.4266666666666663,3.3333333333333335,2.9166666666666665,0.7999999999999998,1.5999999999999996,-0.20000000000000018,1.0,1.0,30.0,11.0,3.0,11.0,12.0,4.0,2.0,1.0,0.0,1.0,6.0,5.0,3.0,1.4,0.8,0.6,17.8,12.6,10.8,10.8,6.2,3.6,7.6,4.8,1.0,1.0,0.0,0.0,2.2,1.6,0.8,0.4,18.4,16.4,9.6,10.4,4.8,6.0,6.0,4.6,1.2,2.0,0.0,0.2,0.15789473684210525,0.5789473684210527,0.2631578947368421
2014-01-01,H,Liverpool,Hull,1.2733333333333334,5.833333333333333,10.166666666666666,0.20000000000000018,0.0,0.8,1.0,0.0,17.0,10.0,0.0,6.0,3.0,4.0,1.0,2.0,0.0,0.0,15.0,15.0,2.2,1.8,1.6,0.8,19.8,11.8,12.8,13.2,6.0,5.2,5.4,4.6,2.0,1.4,0.2,0.2,2.0,1.0,0.4,0.8,15.2,8.8,10.0,11.6,8.0,2.8,5.4,2.6,1.6,1.2,0.0,0.2,0.4,0.2,0.4
2014-01-01,A,Man United,Tottenham,1.7833333333333332,3.716666666666667,4.716666666666667,-0.3999999999999999,1.6000000000000005,-0.40000000000000013,0.0,1.0,16.0,9.0,4.0,6.0,13.0,2.0,2.0,1.0,0.0,0.0,7.0,7.0,1.0,1.8,0.8,0.8,15.6,9.4,11.2,13.2,5.8,3.6,5.4,3.2,2.2,2.6,0.0,0.2,1.4,2.2,0.8,1.0,14.4,13.0,11.0,13.6,5.2,5.4,3.8,4.6,2.2,1.0,0.2,0.0,0.6666666666666666,0.07407407407407407,0.25925925925925924
2014-01-01,A,Southampton,Chelsea,3.75,3.3666666666666667,2.0500000000000003,-0.40000000000000013,-1.1999999999999997,1.0,0.0,0.0,12.0,11.0,5.0,2.0,6.0,8.0,4.0,1.0,0.0,0.0,13.0,10.0,1.2,1.8,0.8,1.0,12.2,11.4,9.2,14.0,5.2,3.6,3.6,3.4,1.0,2.2,0.0,0.0,1.6,0.8,1.2,0.6,12.4,10.8,13.0,10.4,6.6,3.6,4.8,4.0,2.6,0.8,0.0,0.0,0.23076923076923078,0.5384615384615384,0.23076923076923078
2014-01-01,D,Stoke,Everton,3.783333333333333,3.3000000000000003,2.05,1.0,-0.7999999999999998,-0.3999999999999999,0.0,0.0,10.0,16.0,4.0,4.0,2.0,5.0,4.0,1.0,0.0,0.0,16.0,11.0,2.6,0.8,0.6,0.4,16.2,10.6,10.8,12.0,6.4,3.4,4.8,3.2,1.8,1.8,0.0,0.4,1.6,1.2,0.4,0.2,16.2,13.4,10.8,9.8,6.4,3.4,5.6,4.2,1.0,2.0,0.2,0.0,0.18181818181818182,0.45454545454545453,0.36363636363636365
2014-01-01,A,Sunderland,Aston Villa,2.1166666666666667,3.3166666666666664,3.5500000000000003,-0.4,0.20000000000000018,-0.19999999999999996,0.0,1.0,17.0,13.0,5.0,1.0,10.0,2.0,4.0,3.0,0.0,0.0,8.0,11.0,0.6,1.0,0.4,0.4,16.4,17.8,12.6,8.2,5.8,6.8,5.2,6.2,1.8,0.6,0.4,0.0,1.0,1.2,0.6,0.6,13.6,13.4,12.8,11.0,4.4,6.2,5.0,4.2,2.0,2.6,0.0,0.0,0.19047619047619047,0.38095238095238093,0.42857142857142855
2014-01-01,A,Swansea,Man City,5.416666666666667,4.1499999999999995,1.59,-1.4,-1.6,-0.8,1.0,1.0,15.0,14.0,4.0,4.0,8.0,6.0,2.0,5.0,0.0,0.0,5.0,10.0,1.0,1.0,0.6,0.6,13.2,11.6,11.6,9.2,7.8,5.8,3.6,2.8,1.6,1.6,0.0,0.0,2.4,1.8,1.0,1.0,18.4,12.6,9.4,9.2,7.2,5.4,5.2,5.6,1.0,1.6,0.0,0.0,0.2,0.6,0.2
2014-01-01,H,West Brom,Newcastle,2.526666666666667,3.3666666666666667,2.776666666666667,0.0,0.6000000000000005,0.0,0.0,0.0,13.0,9.0,3.0,4.0,3.0,4.0,0.0,0.0,0.0,1.0,7.0,15.0,1.2,1.4,0.4,1.0,17.4,11.0,10.4,11.6,9.0,3.6,5.4,3.8,2.2,1.8,0.0,0.0,1.2,1.4,0.4,0.6,14.2,10.4,10.4,12.8,6.0,3.4,4.8,4.0,0.6,2.0,0.0,0.4,0.13333333333333333,0.6,0.26666666666666666
