HomeTeam,AwayTeam,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,HomeTeam_label,AwayTeam_label,FullTimeResult_label,HalfTimeResult_label
Aston Villa,Blackpool,H,1,1,D,1,4,2,1
Chelsea,Fulham,H,1,0,H,13,18,2,2
Man City,Man United,D,0,0,D,26,27,1,1
West Ham,West Brom,D,1,1,D,43,42,1,1
Wolves,Arsenal,A,0,1,A,45,0,0,0
Newcastle,Fulham,D,0,0,D,29,18,1,1
Stoke,Liverpool,H,0,0,D,37,24,2,1
Tottenham,Blackburn,H,2,0,H,40,3,2,2
West Ham,Blackpool,D,0,0,D,43,4,1,1
Wolves,Bolton,A,0,1,A,45,5,0,0
Chelsea,Sunderland,A,0,1,A,13,38,0,0
Everton,Arsenal,A,0,1,A,17,0,0,0
Arsenal,Tottenham,A,2,0,H,0,40,0,2
Birmingham,Chelsea,H,1,0,H,2,13,2,2
Blackpool,Wolves,H,2,0,H,4,45,2,2
Bolton,Newcastle,H,2,0,H,5,29,2,2
Liverpool,West Ham,H,3,0,H,24,43,2,2
West Brom,Stoke,A,0,0,D,42,37,0,1
Fulham,Man City,A,0,3,A,18,26,0,0
Sunderland,Everton,D,1,1,D,38,17,1,1
Aston Villa,Arsenal,A,0,2,A,1,0,0,0
Bolton,Blackpool,D,0,1,A,5,4,1,0
Everton,West Brom,A,1,2,A,17,42,0,0
Fulham,Birmingham,D,0,1,A,18,2,1,0
Man United,Blackburn,H,3,0,H,27,3,2,2
West Ham,Wigan,H,1,0,H,43,44,2,2
Wolves,Sunderland,H,0,0,D,45,38,2,1
Newcastle,Chelsea,D,1,1,D,29,13,1,1
Birmingham,Tottenham,D,0,1,A,2,40,1,0
Chelsea,Everton,D,1,0,H,13,17,1,2
Wigan,Stoke,D,2,2,D,44,37,1,1
Sunderland,West Ham,H,1,0,H,38,43,2,2
West Brom,Newcastle,H,1,0,H,42,29,2,2
Liverpool,Aston Villa,H,2,0,H,24,1,2,2
Aston Villa,West Brom,H,1,0,H,1,42,2,2
Stoke,Blackpool,A,0,0,D,37,4,0,1
Bolton,Blackburn,H,0,0,D,5,3,2,1
Tottenham,Chelsea,D,1,0,H,40,13,1,2
Wolves,Birmingham,H,1,0,H,45,2,2,2
Blackburn,Stoke,A,0,0,D,3,37,0,1
Bolton,West Brom,H,1,0,H,5,42,2,2
Fulham,West Ham,A,1,2,A,18,43,0,0
Newcastle,Man City,A,0,2,A,29,26,0,0
Wolves,Wigan,A,0,2,A,45,44,0,0
Man City,Aston Villa,H,3,0,H,26,1,2,2
Stoke,Fulham,A,0,2,A,37,18,0,0
Sunderland,Blackpool,A,0,0,D,38,4,0,1
West Brom,Blackburn,A,1,1,D,42,3,0,1
West Ham,Everton,D,1,1,D,43,17,1,1
Liverpool,Wolves,A,0,0,D,24,45,0,1
Wigan,Arsenal,D,1,2,A,44,0,1,0
Liverpool,Bolton,H,0,1,A,24,5,2,0
Man City,Blackpool,H,1,0,H,26,4,2,2
Stoke,Everton,H,1,0,H,37,17,2,2
Sunderland,Blackburn,H,2,0,H,38,3,2,2
West Brom,Man United,A,1,1,D,42,27,0,1
West Ham,Wolves,H,0,0,D,43,45,2,1
Wigan,Newcastle,A,0,1,A,44,29,0,0
Blackpool,Birmingham,A,0,1,A,4,2,0,0
Fulham,West Brom,H,1,0,H,18,42,2,2
Man United,Stoke,H,1,0,H,27,37,2,2
Blackburn,Liverpool,H,2,0,H,3,24,2,2
Everton,Tottenham,H,1,1,D,17,40,2,1
Newcastle,West Ham,H,3,0,H,29,43,2,2
Wolves,Chelsea,H,1,0,H,45,13,2,2
Blackpool,Liverpool,H,1,1,D,4,24,2,1
Chelsea,Blackburn,H,0,0,D,13,3,2,1
Man City,Wolves,H,1,1,D,26,45,2,1
West Brom,Blackpool,H,1,1,D,42,4,2,1
Liverpool,Everton,D,1,0,H,24,17,1,2
Aston Villa,Man City,H,1,0,H,1,26,2,2
Blackpool,Sunderland,A,0,2,A,4,38,0,0
Everton,West Ham,D,0,1,A,17,43,1,0
Man United,Birmingham,H,3,0,H,27,2,2,2
Newcastle,Tottenham,D,0,0,D,29,40,1,1
Wolves,Liverpool,A,0,1,A,45,24,0,0
Blackburn,West Brom,H,1,0,H,3,42,2,2
Blackpool,Man United,A,2,0,H,4,27,0,2
Wigan,Aston Villa,A,0,0,D,44,1,0,1
Sunderland,Chelsea,A,2,2,D,38,13,0,1
West Brom,Wigan,D,1,2,A,42,44,1,0
Birmingham,Man City,D,1,2,A,2,26,1,0
Blackpool,West Ham,A,1,3,A,4,43,0,0
Bolton,Wolves,H,0,0,D,5,45,2,1
Liverpool,Stoke,H,0,0,D,24,37,2,1
Aston Villa,Fulham,D,1,0,H,1,18,1,2
Everton,Blackpool,H,1,1,D,17,4,2,1
Man City,West Brom,H,3,0,H,26,42,2,2
Newcastle,Arsenal,D,0,4,A,29,0,1,0
Stoke,Sunderland,H,1,1,D,37,38,2,1
Wigan,Blackburn,H,1,1,D,44,3,2,1
Wolves,Man United,H,2,1,H,45,27,2,2
Chelsea,Liverpool,A,0,0,D,13,24,0,1
West Ham,Birmingham,A,0,0,D,43,2,0,1
Arsenal,Wolves,H,1,0,H,0,45,2,2
Birmingham,Stoke,H,0,0,D,2,37,2,1
Blackpool,Aston Villa,D,1,1,D,4,1,1,1
Liverpool,Wigan,D,1,0,H,24,44,1,2
Man United,Man City,H,1,0,H,27,26,2,2
Sunderland,Tottenham,A,1,1,D,38,40,0,1
West Brom,West Ham,D,3,0,H,42,43,1,2
West Brom,Wolves,D,0,1,A,42,45,1,0
Blackpool,Tottenham,H,2,0,H,4,40,2,2
Newcastle,Bolton,D,1,1,D,29,5,1,1
Wolves,Blackpool,H,1,0,H,45,4,2,2
West Ham,Liverpool,H,2,0,H,43,24,2,2
Stoke,West Brom,D,0,0,D,37,42,1,1
Chelsea,Man United,H,0,1,A,13,27,2,0
Birmingham,West Brom,A,0,0,D,2,42,0,1
Bolton,Aston Villa,H,1,1,D,5,1,2,1
Fulham,Blackburn,H,1,1,D,18,3,2,1
Man City,Wigan,H,1,0,H,26,44,2,2
Newcastle,Everton,A,1,2,A,29,17,0,0
West Ham,Stoke,H,2,0,H,43,37,2,2
Wolves,Tottenham,D,2,2,D,45,40,1,1
Blackpool,Chelsea,A,0,1,A,4,13,0,0
Aston Villa,Wolves,A,0,1,A,1,45,0,0
Blackburn,Blackpool,D,0,2,A,3,4,1,0
Everton,Fulham,H,1,0,H,17,18,2,2
Stoke,Newcastle,H,1,0,H,37,29,2,2
West Brom,Arsenal,D,1,0,H,42,0,1,2
Wigan,Birmingham,H,1,1,D,44,2,2,1
Chelsea,Man City,H,0,0,D,13,26,2,1
Arsenal,Blackburn,D,0,0,D,0,3,1,1
Newcastle,Wolves,H,2,0,H,29,45,2,2
Stoke,Chelsea,D,1,1,D,37,13,1,1
West Brom,Liverpool,H,0,0,D,42,24,2,1
West Ham,Man United,A,2,0,H,43,27,0,2
Wigan,Tottenham,D,0,0,D,44,40,1,1
Fulham,Blackpool,H,2,0,H,18,4,2,2
Blackburn,Birmingham,D,1,1,D,3,2,1,1
Sunderland,West Brom,A,2,1,H,38,42,0,2
Tottenham,Stoke,H,3,2,H,40,37,2,2
Wolves,Everton,A,0,3,A,45,17,0,0
Blackpool,Arsenal,A,0,2,A,4,0,0,0
Liverpool,Man City,H,3,0,H,24,26,2,2
Blackpool,Wigan,A,0,2,A,4,44,0,0
Everton,Blackburn,H,0,0,D,17,3,2,1
West Brom,Chelsea,A,1,3,A,42,13,0,0
West Ham,Aston Villa,A,1,1,D,43,1,0,1
Newcastle,Man United,D,0,0,D,29,27,1,1
Tottenham,Arsenal,D,2,3,A,40,0,1,0
Aston Villa,Stoke,D,1,1,D,1,37,1,1
Blackpool,Newcastle,D,1,1,D,4,29,1,1
Liverpool,Birmingham,H,2,0,H,24,2,2,2
Sunderland,Wigan,H,0,0,D,38,44,2,1
Tottenham,West Brom,D,1,1,D,40,42,1,1
Wolves,Fulham,D,1,0,H,45,18,1,2
Blackburn,Man City,A,0,0,D,3,26,0,1
Stoke,Wolves,H,2,0,H,37,45,2,2
Blackpool,Stoke,D,0,0,D,4,37,1,1
West Brom,Aston Villa,H,0,1,A,42,1,2,0
Wigan,Everton,D,1,0,H,44,17,1,2
Birmingham,Wolves,D,1,1,D,2,45,1,1
Aston Villa,Wigan,D,1,1,D,1,44,1,1
Everton,Man City,H,0,1,A,17,26,2,0
Newcastle,Birmingham,H,2,1,H,29,2,2,2
Tottenham,Blackpool,D,0,0,D,40,4,1,1
West Ham,Blackburn,D,0,1,A,43,3,1,0
Man United,Chelsea,H,2,0,H,27,13,2,2
Stoke,Arsenal,H,2,0,H,37,0,2,2
Wolves,West Brom,H,2,0,H,45,42,2,2
Fulham,Liverpool,A,0,3,A,18,24,0,0
Man City,Tottenham,H,1,0,H,26,40,2,2
Blackpool,Bolton,H,3,2,H,4,5,2,2
Sunderland,Wolves,A,1,1,D,38,45,0,1
Arsenal,Aston Villa,A,0,2,A,0,1,0,0
Birmingham,Fulham,A,0,1,A,2,18,0,0
Chelsea,Newcastle,D,1,1,D,13,29,1,1
Liverpool,Tottenham,A,0,1,A,24,40,0,0
Wigan,West Ham,H,0,2,A,44,43,2,0
Aston Villa,Liverpool,H,1,0,H,1,24,2,2
Bolton,Man City,A,0,1,A,5,26,0,0
Everton,Chelsea,H,0,0,D,17,13,2,1
Fulham,Arsenal,D,1,1,D,18,0,1,1
Man United,Blackpool,H,1,1,D,27,4,2,1
Newcastle,West Brom,D,2,0,H,29,42,1,2
Stoke,Wigan,A,0,0,D,37,44,0,1
Wolves,Blackburn,A,0,3,A,45,3,0,0
Blackburn,Wolves,A,1,1,D,3,45,0,1
Liverpool,Sunderland,D,1,0,H,24,38,1,2
QPR,Bolton,A,0,1,A,33,5,0,0
Wigan,Norwich,D,1,1,D,44,30,1,1
Stoke,Chelsea,D,0,0,D,37,13,1,1
Man City,Swansea,H,0,0,D,26,39,2,1
Arsenal,Liverpool,A,0,0,D,0,24,0,1
Chelsea,West Brom,H,0,1,A,13,42,2,0
Everton,QPR,A,0,1,A,17,33,0,0
Swansea,Wigan,D,0,0,D,39,44,1,1
Norwich,Stoke,D,1,0,H,30,37,1,2
Wolves,Fulham,H,2,0,H,45,18,2,2
Aston Villa,Wolves,D,0,0,D,1,45,1,1
Blackburn,Everton,A,0,0,D,3,17,0,1
Chelsea,Norwich,H,1,0,H,13,30,2,2
Swansea,Sunderland,D,0,0,D,39,38,1,1
Wigan,QPR,H,1,0,H,44,33,2,2
Man United,Arsenal,H,3,1,H,27,0,2,2
Newcastle,Fulham,H,0,0,D,29,18,2,1
Arsenal,Swansea,H,1,0,H,0,39,2,2
Bolton,Man United,A,0,3,A,5,27,0,0
Stoke,Liverpool,H,1,0,H,37,24,2,2
Wolves,Tottenham,A,0,0,D,45,40,0,1
Fulham,Blackburn,D,1,1,D,18,3,1,1
Norwich,West Brom,A,0,1,A,30,42,0,0
QPR,Newcastle,D,0,0,D,33,29,1,1
Blackburn,Arsenal,H,1,2,A,3,0,2,0
Bolton,Norwich,A,0,2,A,5,30,0,0
Everton,Wigan,H,1,1,D,17,44,2,1
Swansea,West Brom,H,2,0,H,39,42,2,2
Wolves,QPR,A,0,2,A,45,33,0,0
Man United,Chelsea,H,3,0,H,27,13,2,2
Sunderland,Stoke,H,3,0,H,38,37,2,2
Chelsea,Swansea,H,2,0,H,13,39,2,2
Liverpool,Wolves,H,2,0,H,24,45,2,2
Newcastle,Blackburn,H,2,1,H,29,3,2,2
Stoke,Man United,D,0,1,A,37,27,1,0
Wigan,Tottenham,A,0,2,A,44,40,0,0
QPR,Aston Villa,D,0,0,D,33,1,1,1
Norwich,Sunderland,H,1,0,H,30,38,2,2
Aston Villa,Wigan,H,1,0,H,1,44,2,2
Man United,Norwich,H,0,0,D,27,30,2,1
Sunderland,West Brom,D,2,2,D,38,42,1,1
Wolves,Newcastle,A,0,2,A,45,29,0,0
Bolton,Chelsea,A,0,4,A,5,13,0,0
Fulham,QPR,H,3,0,H,18,33,2,2
Swansea,Stoke,H,1,0,H,39,37,2,2
Norwich,Swansea,H,2,1,H,30,39,2,2
QPR,Blackburn,D,1,1,D,33,3,1,1
Stoke,Fulham,H,0,0,D,37,18,2,1
Wigan,Bolton,A,1,2,A,44,5,0,0
Arsenal,Sunderland,H,1,1,D,0,38,2,1
Newcastle,Tottenham,D,0,1,A,29,40,1,0
West Brom,Wolves,H,1,0,H,42,45,2,2
Aston Villa,West Brom,A,1,1,D,1,42,0,1
Liverpool,Norwich,D,1,0,H,24,30,1,2
Wolves,Swansea,D,0,2,A,45,39,1,0
Arsenal,Stoke,H,1,1,D,0,37,2,1
Blackburn,Tottenham,A,1,1,D,3,40,0,1
Man United,Man City,A,0,1,A,27,26,0,0
QPR,Chelsea,H,1,0,H,33,13,2,2
Chelsea,Arsenal,A,2,1,H,13,0,0,2
Man City,Wolves,H,0,0,D,26,45,2,1
Norwich,Blackburn,D,0,1,A,30,3,1,0
Sunderland,Aston Villa,D,1,1,D,38,1,1,1
Swansea,Bolton,H,0,0,D,39,5,2,1
Wigan,Fulham,A,0,1,A,44,18,0,0
Tottenham,QPR,H,2,0,H,40,33,2,2
Stoke,Newcastle,A,0,2,A,37,29,0,0
Arsenal,West Brom,H,2,0,H,0,42,2,2
Aston Villa,Norwich,H,1,1,D,1,30,2,1
Liverpool,Swansea,D,0,0,D,24,39,1,1
QPR,Man City,A,1,1,D,33,26,0,1
Bolton,Stoke,H,2,0,H,5,37,2,2
Wolves,Wigan,H,1,1,D,45,44,2,1
Everton,Wolves,H,1,1,D,17,45,2,1
Norwich,Arsenal,A,1,1,D,30,0,0,1
Stoke,QPR,A,1,2,A,37,33,0,0
Swansea,Man United,A,0,1,A,39,27,0,0
West Brom,Bolton,H,1,1,D,42,5,2,1
Wigan,Blackburn,D,2,1,H,44,3,1,2
Tottenham,Aston Villa,H,2,0,H,40,1,2,2
Norwich,QPR,H,1,0,H,30,33,2,2
Stoke,Blackburn,H,1,0,H,37,3,2,2
Sunderland,Wigan,A,1,1,D,38,44,0,1
Liverpool,Man City,D,1,1,D,24,26,1,1
Swansea,Aston Villa,D,0,0,D,39,1,1,1
Blackburn,Swansea,H,2,1,H,3,39,2,2
Man City,Norwich,H,1,0,H,26,30,2,2
Newcastle,Chelsea,A,0,1,A,29,13,0,0
QPR,West Brom,D,1,0,H,33,42,1,2
Wigan,Arsenal,A,0,2,A,44,0,0,0
Everton,Stoke,A,0,1,A,17,37,0,0
Bolton,Aston Villa,A,0,2,A,5,1,0,0
Liverpool,QPR,H,0,0,D,24,33,2,1
Norwich,Newcastle,H,1,1,D,30,29,2,1
Swansea,Fulham,H,0,0,D,39,18,2,1
Stoke,Tottenham,H,2,0,H,37,40,2,2
Sunderland,Blackburn,H,0,1,A,38,3,2,0
Chelsea,Man City,H,1,1,D,13,26,2,1
Blackburn,West Brom,A,0,0,D,3,42,0,1
Everton,Norwich,D,0,1,A,17,30,1,0
Newcastle,Swansea,D,0,0,D,29,39,1,1
Wigan,Chelsea,D,0,0,D,44,13,1,1
Wolves,Stoke,A,1,0,H,45,37,0,2
Man City,Arsenal,H,0,0,D,26,0,2,1
QPR,Man United,A,0,1,A,33,27,0,0
Tottenham,Sunderland,H,0,0,D,40,38,2,1
Blackburn,Bolton,A,0,2,A,3,5,0,0
Wolves,Norwich,D,1,1,D,45,30,1,1
Everton,Swansea,H,0,0,D,17,39,2,1
Fulham,Man United,A,0,3,A,18,27,0,0
Newcastle,West Brom,A,1,2,A,29,42,0,0
QPR,Sunderland,A,0,1,A,33,38,0,0
Wigan,Liverpool,D,0,0,D,44,24,1,1
Tottenham,Chelsea,D,1,1,D,40,13,1,1
Bolton,Newcastle,A,0,0,D,5,29,0,1
West Brom,Man City,D,0,0,D,42,26,1,1
Arsenal,Wolves,D,1,1,D,0,45,1,1
Swansea,QPR,D,1,0,H,39,33,1,2
Liverpool,Newcastle,H,1,1,D,24,29,2,1
Arsenal,QPR,H,0,0,D,0,33,2,1
Bolton,Wolves,D,1,0,H,5,45,1,2
Chelsea,Aston Villa,A,1,1,D,13,1,0,1
Norwich,Fulham,D,0,1,A,30,18,1,0
Stoke,Wigan,D,0,1,A,37,44,1,0
Swansea,Tottenham,D,0,1,A,39,40,1,0
Aston Villa,Swansea,A,0,1,A,1,39,0,0
Blackburn,Stoke,A,0,2,A,3,37,0,0
Fulham,Arsenal,H,0,1,A,18,0,2,0
QPR,Norwich,A,1,1,D,33,30,0,1
Wolves,Chelsea,A,0,0,D,45,13,0,1
Man City,Liverpool,H,2,0,H,26,24,2,2
Tottenham,West Brom,H,0,0,D,40,42,2,1
Wigan,Sunderland,A,0,1,A,44,38,0,0
Everton,Bolton,A,0,0,D,17,5,0,1
Newcastle,Man United,H,1,0,H,29,27,2,2
Tottenham,Wolves,D,0,1,A,40,45,1,0
West Brom,Norwich,A,0,1,A,42,30,0,0
Newcastle,QPR,H,1,0,H,29,33,2,2
Swansea,Arsenal,H,1,1,D,39,0,2,1
Bolton,Liverpool,H,2,1,H,5,24,2,2
Everton,Blackburn,D,1,0,H,17,3,1,2
Norwich,Chelsea,D,0,0,D,30,13,1,1
QPR,Wigan,H,2,0,H,33,44,2,2
Stoke,West Brom,A,0,1,A,37,42,0,0
Sunderland,Swansea,H,1,0,H,38,39,2,2
Wolves,Aston Villa,A,2,1,H,45,1,0,2
Arsenal,Man United,A,0,1,A,0,27,0,0
Man City,Tottenham,H,0,0,D,26,40,2,1
Everton,Man City,H,0,0,D,17,26,2,1
Swansea,Chelsea,D,1,0,H,39,13,1,2
Tottenham,Wigan,H,2,0,H,40,44,2,2
Wolves,Liverpool,A,0,0,D,45,24,0,1
Aston Villa,QPR,D,1,2,A,1,33,1,0
Blackburn,Newcastle,A,0,1,A,3,29,0,0
Fulham,West Brom,D,0,0,D,18,42,1,1
Sunderland,Norwich,H,2,0,H,38,30,2,2
Man City,Fulham,H,2,0,H,26,18,2,2
Norwich,Bolton,H,0,0,D,30,5,2,1
QPR,Wolves,A,1,0,H,33,45,0,2
Stoke,Sunderland,A,0,0,D,37,38,0,1
West Brom,Swansea,A,0,0,D,42,39,0,1
Wigan,Everton,D,0,0,D,44,17,1,1
Newcastle,Aston Villa,H,1,1,D,29,1,2,1
Blackburn,QPR,H,3,0,H,3,33,2,2
Everton,Chelsea,H,1,0,H,17,13,2,2
Fulham,Stoke,H,2,0,H,18,37,2,2
Sunderland,Arsenal,A,0,0,D,38,0,0,1
Swansea,Norwich,A,1,0,H,39,30,0,2
Tottenham,Newcastle,H,4,0,H,40,29,2,2
Wolves,West Brom,A,1,1,D,45,42,0,1
Man City,Blackburn,H,1,0,H,26,3,2,2
Newcastle,Wolves,D,2,0,H,29,45,1,2
QPR,Fulham,A,0,1,A,33,18,0,0
West Brom,Sunderland,H,2,0,H,42,38,2,2
Arsenal,Tottenham,H,2,2,D,0,40,2,1
Norwich,Man United,A,0,1,A,30,27,0,0
Stoke,Swansea,H,2,0,H,37,39,2,2
Blackburn,Aston Villa,D,0,1,A,3,1,1,0
QPR,Everton,D,1,1,D,33,17,1,1
Stoke,Norwich,H,0,0,D,37,30,2,1
West Brom,Chelsea,H,0,0,D,42,13,2,1
Wigan,Swansea,A,0,1,A,44,39,0,0
Fulham,Wolves,H,2,0,H,18,45,2,2
Bolton,QPR,H,1,0,H,5,33,2,2
Everton,Tottenham,H,1,0,H,17,40,2,2
Sunderland,Liverpool,H,0,0,D,38,24,2,1
Wolves,Blackburn,A,0,1,A,45,3,0,0
Man United,West Brom,H,1,0,H,27,42,2,2
Norwich,Wigan,D,1,0,H,30,44,1,2
Swansea,Man City,H,0,0,D,39,26,2,1
Fulham,Swansea,A,0,1,A,18,39,0,0
Wigan,West Brom,D,0,0,D,44,42,1,1
Newcastle,Norwich,H,1,0,H,29,30,2,2
Wolves,Man United,A,0,3,A,45,27,0,0
QPR,Liverpool,H,0,0,D,33,24,2,1
Tottenham,Stoke,D,0,0,D,40,37,1,1
Bolton,Blackburn,H,2,0,H,5,3,2,2
Liverpool,Wigan,A,0,1,A,24,44,0,0
Norwich,Wolves,H,2,1,H,30,45,2,2
Sunderland,QPR,H,1,0,H,38,33,2,2
Swansea,Everton,A,0,0,D,39,17,0,1
West Brom,Newcastle,A,0,3,A,42,29,0,0
Fulham,Norwich,H,2,0,H,18,30,2,2
Man City,Sunderland,D,1,2,A,26,38,1,0
QPR,Arsenal,H,1,1,D,33,0,2,1
Wigan,Stoke,H,0,0,D,44,37,2,1
Wolves,Bolton,A,0,0,D,45,5,0,1
Tottenham,Swansea,H,1,0,H,40,39,2,2
Swansea,Newcastle,A,0,1,A,39,29,0,0
Bolton,Fulham,A,0,2,A,5,18,0,0
Liverpool,Aston Villa,D,0,1,A,24,1,1,0
Norwich,Everton,D,1,1,D,30,17,1,1
Stoke,Wolves,H,1,1,D,37,45,2,1
Sunderland,Tottenham,D,0,0,D,38,40,1,1
West Brom,Blackburn,H,1,0,H,42,3,2,2
Man United,QPR,H,1,0,H,27,33,2,2
Everton,Sunderland,H,0,0,D,17,38,2,1
Tottenham,Norwich,A,1,1,D,40,30,0,1
Blackburn,Liverpool,A,1,2,A,3,24,0,0
Man City,West Brom,H,1,0,H,26,42,2,2
QPR,Swansea,H,1,0,H,33,39,2,2
Wigan,Man United,H,0,0,D,44,27,2,1
Wolves,Arsenal,A,0,2,A,45,0,0,0
Norwich,Man City,A,0,2,A,30,26,0,0
Sunderland,Wolves,D,0,0,D,38,45,1,1
Swansea,Blackburn,H,2,0,H,39,3,2,2
West Brom,QPR,H,1,0,H,42,33,2,2
Arsenal,Wigan,A,1,2,A,0,44,0,0
Arsenal,Chelsea,D,0,0,D,0,13,1,1
Blackburn,Norwich,H,1,0,H,3,30,2,2
Bolton,Swansea,D,1,1,D,5,39,1,1
Fulham,Wigan,H,0,0,D,18,44,2,1
Newcastle,Stoke,H,2,0,H,29,37,2,2
QPR,Tottenham,H,1,0,H,33,40,2,2
Liverpool,West Brom,A,0,0,D,24,42,0,1
Norwich,Liverpool,A,0,2,A,30,24,0,0
Stoke,Arsenal,D,1,1,D,37,0,1,1
Sunderland,Bolton,D,1,1,D,38,5,1,1
Swansea,Wolves,D,4,2,H,39,45,1,2
Wigan,Newcastle,H,4,0,H,44,29,2,2
Chelsea,QPR,H,4,0,H,13,33,2,2
Liverpool,Fulham,A,0,1,A,24,18,0,0
Stoke,Everton,D,0,1,A,37,17,1,0
Bolton,Tottenham,A,0,1,A,5,40,0,0
Chelsea,Newcastle,A,0,1,A,13,29,0,0
Arsenal,Norwich,D,1,2,A,0,30,1,0
Bolton,West Brom,D,1,0,H,5,42,1,2
Fulham,Sunderland,H,2,1,H,18,38,2,2
Man United,Swansea,H,2,0,H,27,39,2,2
QPR,Stoke,H,0,0,D,33,37,2,1
Blackburn,Wigan,A,0,0,D,3,44,0,1
Liverpool,Chelsea,H,3,0,H,24,13,2,2
Everton,Newcastle,H,2,0,H,17,29,2,2
Man City,QPR,H,1,0,H,26,33,2,2
Norwich,Aston Villa,H,2,0,H,30,1,2,2
Stoke,Bolton,D,1,2,A,37,5,1,0
Swansea,Liverpool,H,0,0,D,39,24,2,1
West Brom,Arsenal,A,2,2,D,42,0,0,1
Wigan,Wolves,H,2,1,H,44,45,2,2
Newcastle,Tottenham,H,0,0,D,29,40,2,1
QPR,Swansea,A,0,1,A,33,39,0,0
Reading,Stoke,D,0,1,A,34,37,1,0
West Brom,Liverpool,H,1,0,H,42,24,2,2
Man City,Southampton,H,1,0,H,26,36,2,2
Chelsea,Reading,H,1,2,A,13,34,2,0
Aston Villa,Everton,A,0,3,A,1,17,0,0
Man United,Fulham,H,3,1,H,27,18,2,2
Norwich,QPR,D,1,1,D,30,33,1,1
Southampton,Wigan,A,0,0,D,36,44,0,1
Swansea,West Ham,H,2,0,H,39,43,2,2
Tottenham,West Brom,D,0,0,D,40,42,1,1
Liverpool,Man City,D,1,0,H,24,26,1,2
Stoke,Arsenal,D,0,0,D,37,0,1,1
Swansea,Sunderland,D,1,2,A,39,38,1,0
West Ham,Fulham,H,3,0,H,43,18,2,2
Wigan,Stoke,D,1,1,D,44,37,1,1
Newcastle,Aston Villa,D,0,1,A,29,1,1,0
Southampton,Man United,A,1,1,D,36,27,0,1
Arsenal,Southampton,H,4,1,H,0,36,2,2
Aston Villa,Swansea,H,1,0,H,1,39,2,2
Norwich,West Ham,D,0,0,D,30,43,1,1
QPR,Chelsea,D,0,0,D,33,13,1,1
Stoke,Man City,D,1,1,D,37,26,1,1
Sunderland,Liverpool,D,1,0,H,38,24,1,2
Everton,Newcastle,D,1,0,H,17,29,1,2
Southampton,Aston Villa,H,0,1,A,36,1,2,0
Swansea,Everton,A,0,2,A,39,17,0,0
West Brom,Reading,H,0,0,D,42,34,2,1
West Ham,Sunderland,D,0,1,A,43,38,1,0
Man City,Arsenal,D,1,0,H,26,0,1,2
Tottenham,QPR,H,0,1,A,40,33,2,0
Arsenal,Chelsea,A,1,1,D,0,13,0,1
Everton,Southampton,H,3,1,H,17,36,2,2
Fulham,Man City,A,1,1,D,18,26,0,1
Man United,Tottenham,A,0,2,A,27,40,0,0
Reading,Newcastle,D,0,0,D,34,29,1,1
QPR,West Ham,A,0,2,A,33,43,0,0
Chelsea,Norwich,H,3,1,H,13,30,2,2
Man City,Sunderland,H,1,0,H,26,38,2,2
Swansea,Reading,D,0,2,A,39,34,1,0
West Brom,QPR,H,2,1,H,42,33,2,2
West Ham,Arsenal,A,1,1,D,43,0,0,1
Wigan,Everton,D,2,1,H,44,17,1,2
Southampton,Fulham,D,1,0,H,36,18,1,2
Man United,Stoke,H,2,1,H,27,37,2,2
Norwich,Arsenal,H,1,0,H,30,0,2,2
Swansea,Wigan,H,0,0,D,39,44,2,1
Sunderland,Newcastle,D,0,1,A,38,29,1,0
Aston Villa,Norwich,D,1,0,H,1,30,1,2
Reading,Fulham,D,1,0,H,34,18,1,2
Stoke,Sunderland,D,0,0,D,37,38,1,1
Chelsea,Man United,A,1,2,A,13,27,0,0
Everton,Liverpool,D,2,2,D,17,24,1,1
Newcastle,West Brom,H,1,0,H,29,42,2,2
Southampton,Tottenham,A,0,2,A,36,40,0,0
Fulham,Everton,D,1,0,H,18,17,1,2
Norwich,Stoke,H,1,0,H,30,37,2,2
Swansea,Chelsea,D,0,0,D,39,13,1,1
Liverpool,Newcastle,D,0,1,A,24,29,1,0
QPR,Reading,D,0,1,A,33,34,1,0
West Brom,Southampton,H,1,0,H,42,36,2,2
Arsenal,Fulham,D,2,2,D,0,18,1,1
Aston Villa,Man United,A,1,0,H,1,27,0,2
Reading,Norwich,D,0,0,D,34,30,1,1
Southampton,Swansea,D,0,0,D,36,39,1,1
Stoke,QPR,H,0,0,D,37,33,2,1
Wigan,West Brom,A,1,2,A,44,42,0,0
Chelsea,Liverpool,D,1,0,H,13,24,1,2
Newcastle,West Ham,A,0,1,A,29,43,0,0
Arsenal,Tottenham,H,3,1,H,0,40,2,2
Liverpool,Wigan,H,0,0,D,24,44,2,1
Newcastle,Swansea,A,0,0,D,29,39,0,1
QPR,Southampton,A,0,2,A,33,36,0,0
Reading,Everton,H,0,1,A,34,17,2,0
West Brom,Chelsea,H,1,1,D,42,13,2,1
Fulham,Sunderland,A,0,0,D,18,38,0,1
West Ham,Stoke,D,0,1,A,43,37,1,0
Everton,Norwich,D,1,0,H,17,30,1,2
Man United,QPR,H,0,0,D,27,33,2,1
Stoke,Fulham,H,1,0,H,37,18,2,2
Wigan,Reading,H,0,1,A,44,34,2,0
Southampton,Newcastle,H,1,0,H,36,29,2,2
Swansea,Liverpool,D,0,0,D,39,24,1,1
